Loading network for case 'demoVerbundnetz_SimulationNeu' from data/test_scenarios/complex/demoVerbundnetz_SimulationNeu.vicus...
Loading VICUS file: data/test_scenarios/complex/demoVerbundnetz_SimulationNeu.vicus
Parsed Simultaneity Spline: 63 points.
data/test_scenarios/complex/demoVerbundnetz_SimulationNeu.vicus
Found peak day: day 24 (hours 552-575) with peak=7400.0000
Force-selected profile: Residential_SingleFamily_HeatingLoad.tsv (peak day extraction, resampled to 96 steps)
Peak day profile plot saved to output/peak_day_profile.png
Created 692 consumers and 1594 relevant optimization edges.

--- Starting Optimization using Scheme 'v4' for demoVerbundnetz_SimulationNeu ---
Initial weighted error (using v4): 1580050.223118
Regularization target: 1.0000
  Iter 0: Obj=1580050.223118 (Fit: 1580050.223118, Reg: 0.000000) | LR: 0.000001
  Iter 200: Obj=21015.878089 (Fit: 21013.525456, Reg: 2.352633) | LR: 0.000046
  Iter 400: Obj=19769.469696 (Fit: 19766.800418, Reg: 2.669278) | LR: 0.000048
  Iter 600: Obj=19635.021952 (Fit: 19632.273872, Reg: 2.748081) | LR: 0.000049
  Iter 800: Obj=19582.853111 (Fit: 19580.059860, Reg: 2.793251) | LR: 0.000049
  Iter 1000: Obj=19564.499450 (Fit: 19561.683059, Reg: 2.816391) | LR: 0.000049
  Iter 1200: Obj=19556.749596 (Fit: 19553.919986, Reg: 2.829610) | LR: 0.000049
  Iter 1400: Obj=19551.603843 (Fit: 19548.763473, Reg: 2.840370) | LR: 0.000049
  Iter 1600: Obj=19548.285739 (Fit: 19545.438066, Reg: 2.847672) | LR: 0.000049
  Iter 1800: Obj=19546.035561 (Fit: 19543.182275, Reg: 2.853285) | LR: 0.000049
Final Error: 19544.263470

================================================================================
OPTIMIZATION RESULTS
================================================================================

OPTIMIZED EDGES (n_consumers > 1): 816 edges
--------------------------------------------------------------------------------
Edge ID              | n_e   | Target g(n)  | Achieved g   | Deviation 
5603->5986           | 653   | 0.4759       | 0.5090       | 0.0332    
5986->5947           | 652   | 0.4759       | 0.5094       | 0.0335    
5947->4865           | 651   | 0.4759       | 0.5097       | 0.0338    
4865->4919           | 650   | 0.4759       | 0.5099       | 0.0340    
4919->5334           | 545   | 0.4759       | 0.4952       | 0.0193    
5334->5392           | 544   | 0.4759       | 0.4954       | 0.0196    
5392->5859           | 543   | 0.4759       | 0.4959       | 0.0200    
5859->5681           | 542   | 0.4759       | 0.4963       | 0.0204    
5681->4905           | 541   | 0.4759       | 0.4968       | 0.0209    
4905->5678           | 523   | 0.4759       | 0.4930       | 0.0172    
5678->4866           | 522   | 0.4759       | 0.4933       | 0.0174    
4866->4941           | 522   | 0.4759       | 0.4933       | 0.0174    
4941->6228           | 509   | 0.4759       | 0.4888       | 0.0130    
6228->4928           | 508   | 0.4759       | 0.4893       | 0.0135    
4928->5724           | 508   | 0.4759       | 0.4893       | 0.0135    
5724->6332           | 507   | 0.4759       | 0.4896       | 0.0137    
6332->5445           | 506   | 0.4759       | 0.4898       | 0.0139    
5445->5418           | 505   | 0.4759       | 0.4900       | 0.0141    
5418->4929           | 504   | 0.4759       | 0.4902       | 0.0144    
4929->4930           | 504   | 0.4759       | 0.4902       | 0.0144    
4930->4988           | 504   | 0.4759       | 0.4902       | 0.0144    
4988->5005           | 504   | 0.4759       | 0.4902       | 0.0144    
5005->5766           | 488   | 0.4759       | 0.4873       | 0.0115    
5766->5639           | 487   | 0.4759       | 0.4878       | 0.0120    
5639->6158           | 486   | 0.4759       | 0.4921       | 0.0162    
6158->4964           | 485   | 0.4759       | 0.4926       | 0.0167    
4964->5636           | 403   | 0.4759       | 0.4727       | -0.0032   
5636->6278           | 402   | 0.4759       | 0.4735       | -0.0024   
6278->5962           | 401   | 0.4759       | 0.4740       | -0.0018   
5962->5705           | 400   | 0.4759       | 0.4746       | -0.0013   
5705->5883           | 399   | 0.4759       | 0.4755       | -0.0004   
5883->6067           | 398   | 0.4759       | 0.4760       | 0.0001    
6067->5856           | 397   | 0.4759       | 0.4767       | 0.0008    
5856->5968           | 396   | 0.4759       | 0.4774       | 0.0016    
5968->6326           | 395   | 0.4759       | 0.4780       | 0.0021    
6326->5554           | 394   | 0.4759       | 0.4785       | 0.0026    
5554->6047           | 393   | 0.4759       | 0.4788       | 0.0029    
6047->5718           | 392   | 0.4759       | 0.4791       | 0.0032    
5718->5633           | 391   | 0.4759       | 0.4795       | 0.0036    
5633->5545           | 390   | 0.4759       | 0.4800       | 0.0042    
5545->5310           | 389   | 0.4759       | 0.4806       | 0.0047    
5310->6329           | 388   | 0.4759       | 0.4819       | 0.0060    
6329->5557           | 387   | 0.4759       | 0.4824       | 0.0065    
5557->6112           | 385   | 0.4759       | 0.4848       | 0.0090    
6112->6058           | 384   | 0.4759       | 0.4852       | 0.0094    
6058->4963           | 383   | 0.4759       | 0.4863       | 0.0104    
4963->6263           | 346   | 0.4759       | 0.4776       | 0.0017    
6263->5551           | 345   | 0.4759       | 0.4783       | 0.0024    
5551->5977           | 344   | 0.4759       | 0.4795       | 0.0036    
5977->5690           | 343   | 0.4759       | 0.4801       | 0.0043    
5690->5034           | 342   | 0.4759       | 0.4811       | 0.0052    
5034->5832           | 338   | 0.4759       | 0.4808       | 0.0050    
5832->6167           | 337   | 0.4759       | 0.4818       | 0.0060    
6167->5898           | 336   | 0.4759       | 0.4833       | 0.0074    
5898->5928           | 335   | 0.4759       | 0.4857       | 0.0098    
5928->6247           | 334   | 0.4759       | 0.4864       | 0.0105    
6247->5033           | 333   | 0.4759       | 0.4873       | 0.0114    
5033->6143           | 332   | 0.4759       | 0.4882       | 0.0123    
6143->6301           | 331   | 0.4759       | 0.4896       | 0.0138    
6301->5032           | 330   | 0.4759       | 0.4904       | 0.0146    
5032->5031           | 329   | 0.4759       | 0.4916       | 0.0157    
5031->5178           | 329   | 0.4759       | 0.4916       | 0.0157    
5178->5066           | 329   | 0.4759       | 0.4916       | 0.0157    
5066->5065           | 324   | 0.4759       | 0.4914       | 0.0155    
5065->5901           | 324   | 0.4759       | 0.4914       | 0.0155    
5901->6070           | 323   | 0.4759       | 0.4939       | 0.0180    
6070->5880           | 322   | 0.4759       | 0.4945       | 0.0186    
5880->5064           | 321   | 0.4759       | 0.4950       | 0.0191    
5064->6082           | 314   | 0.4759       | 0.4976       | 0.0217    
6082->5231           | 313   | 0.4759       | 0.4982       | 0.0224    
5231->5232           | 313   | 0.4759       | 0.4982       | 0.0224    
5232->5233           | 313   | 0.4759       | 0.4982       | 0.0224    
5233->5234           | 313   | 0.4759       | 0.4982       | 0.0224    
5234->7494           | 250   | 0.4842       | 0.4943       | 0.0101    
7494->5361           | 249   | 0.4844       | 0.4971       | 0.0127    
5361->5235           | 248   | 0.4846       | 0.4999       | 0.0152    
5235->5373           | 199   | 0.4997       | 0.4996       | -0.0002   
5373->5600           | 198   | 0.5001       | 0.5065       | 0.0063    
5600->6284           | 197   | 0.5005       | 0.5089       | 0.0084    
6284->5819           | 196   | 0.5009       | 0.5113       | 0.0104    
5819->5236           | 195   | 0.5014       | 0.5137       | 0.0124    
5236->5262           | 195   | 0.5014       | 0.5137       | 0.0124    
5262->5257           | 165   | 0.5169       | 0.4954       | -0.0215   
5257->6296           | 165   | 0.5169       | 0.4954       | -0.0215   
6296->6338           | 164   | 0.5175       | 0.4983       | -0.0192   
6338->5853           | 163   | 0.5182       | 0.5020       | -0.0162   
5853->5974           | 162   | 0.5188       | 0.5066       | -0.0123   
5974->7441           | 161   | 0.5195       | 0.5123       | -0.0072   
7441->7386           | 160   | 0.5202       | 0.5157       | -0.0045   
7386->7285           | 159   | 0.5209       | 0.5191       | -0.0017   
7285->7370           | 158   | 0.5215       | 0.5246       | 0.0031    
7370->6777           | 157   | 0.5222       | 0.5339       | 0.0116    
6777->7545           | 157   | 0.5222       | 0.5339       | 0.0116    
7545->7434           | 156   | 0.5230       | 0.5384       | 0.0155    
7434->7611           | 155   | 0.5237       | 0.5442       | 0.0205    
7611->6776           | 154   | 0.5244       | 0.5511       | 0.0266    
6776->6758           | 139   | 0.5369       | 0.5480       | 0.0112    
6758->7343           | 136   | 0.5397       | 0.5564       | 0.0166    
7343->7578           | 135   | 0.5407       | 0.5658       | 0.0251    
7578->7273           | 134   | 0.5417       | 0.5707       | 0.0290    
7273->7176           | 133   | 0.5427       | 0.5762       | 0.0335    
7176->6757           | 132   | 0.5438       | 0.5800       | 0.0363    
6757->6889           | 124   | 0.5527       | 0.5854       | 0.0327    
6889->6890           | 124   | 0.5527       | 0.5854       | 0.0327    
4919->6115           | 105   | 0.5795       | 0.6121       | 0.0325    
6115->4892           | 104   | 0.5812       | 0.6146       | 0.0334    
4892->5355           | 104   | 0.5812       | 0.6146       | 0.0334    
5355->6127           | 103   | 0.5829       | 0.6178       | 0.0349    
6127->5847           | 102   | 0.5847       | 0.6203       | 0.0357    
5847->6250           | 101   | 0.5864       | 0.6229       | 0.0364    
6250->6085           | 100   | 0.5882       | 0.6251       | 0.0368    
6085->5645           | 99    | 0.5901       | 0.6277       | 0.0376    
5645->6275           | 98    | 0.5920       | 0.6299       | 0.0379    
6275->5868           | 97    | 0.5939       | 0.6335       | 0.0396    
5868->4891           | 96    | 0.5958       | 0.6359       | 0.0400    
4891->4954           | 91    | 0.6062       | 0.6375       | 0.0313    
4954->4983           | 91    | 0.6062       | 0.6375       | 0.0313    
4964->5895           | 82    | 0.6276       | 0.5970       | -0.0306   
5895->6293           | 81    | 0.6302       | 0.6027       | -0.0274   
6293->5712           | 80    | 0.6328       | 0.6083       | -0.0245   
5712->5813           | 79    | 0.6356       | 0.6148       | -0.0208   
5813->5800           | 78    | 0.6383       | 0.6214       | -0.0169   
5800->5612           | 77    | 0.6412       | 0.6240       | -0.0171   
5612->5098           | 76    | 0.6441       | 0.6282       | -0.0158   
5098->6197           | 76    | 0.6441       | 0.6282       | -0.0158   
6197->5097           | 75    | 0.6470       | 0.6319       | -0.0151   
6890->7706           | 74    | 0.6500       | 0.6019       | -0.0481   
7706->7765           | 72    | 0.6562       | 0.6176       | -0.0386   
7765->7954           | 71    | 0.6594       | 0.6186       | -0.0408   
7954->6891           | 70    | 0.6627       | 0.6221       | -0.0405   
4983->4955           | 69    | 0.6660       | 0.6300       | -0.0360   
4955->4956           | 69    | 0.6660       | 0.6300       | -0.0360   
4956->4957           | 69    | 0.6660       | 0.6300       | -0.0360   
4957->5925           | 69    | 0.6660       | 0.6300       | -0.0360   
5925->4958           | 68    | 0.6694       | 0.6340       | -0.0354   
4958->6344           | 68    | 0.6694       | 0.6340       | -0.0354   
6344->4959           | 67    | 0.6728       | 0.6383       | -0.0345   
4959->6013           | 67    | 0.6728       | 0.6383       | -0.0345   
6013->5395           | 66    | 0.6764       | 0.6427       | -0.0336   
5395->5383           | 65    | 0.6800       | 0.6582       | -0.0218   
5383->6133           | 63    | 0.6874       | 0.6651       | -0.0223   
5234->7310           | 63    | 0.6874       | 0.5230       | -0.1644   
6133->5487           | 62    | 0.6912       | 0.6692       | -0.0220   
5487->5404           | 61    | 0.6951       | 0.6780       | -0.0171   
7310->7266           | 61    | 0.6951       | 0.5741       | -0.1210   
5404->4960           | 60    | 0.6991       | 0.6822       | -0.0169   
4960->5343           | 60    | 0.6991       | 0.6822       | -0.0169   
7266->7352           | 60    | 0.6991       | 0.5930       | -0.1060   
5343->5737           | 59    | 0.7031       | 0.6869       | -0.0162   
5097->5111           | 59    | 0.7031       | 0.6260       | -0.0772   
5111->5112           | 59    | 0.7031       | 0.6260       | -0.0772   
5112->5782           | 59    | 0.7031       | 0.6260       | -0.0772   
7352->7251           | 59    | 0.7031       | 0.6202       | -0.0829   
5737->6040           | 58    | 0.7073       | 0.7117       | 0.0044    
5782->5642           | 58    | 0.7073       | 0.6323       | -0.0750   
7251->7166           | 58    | 0.7073       | 0.6246       | -0.0827   
6040->6253           | 57    | 0.7115       | 0.7177       | 0.0063    
7166->7478           | 57    | 0.7115       | 0.6317       | -0.0797   
6253->4961           | 56    | 0.7158       | 0.7211       | 0.0053    
5642->6170           | 56    | 0.7158       | 0.6438       | -0.0720   
7478->7466           | 56    | 0.7158       | 0.6362       | -0.0796   
6170->5460           | 55    | 0.7201       | 0.6504       | -0.0698   
7466->6794           | 55    | 0.7201       | 0.6404       | -0.0797   
6794->6827           | 55    | 0.7201       | 0.6404       | -0.0797   
5460->6064           | 54    | 0.7246       | 0.6595       | -0.0651   
6064->5113           | 53    | 0.7291       | 0.6810       | -0.0481   
5113->5154           | 53    | 0.7291       | 0.6810       | -0.0481   
5235->7156           | 49    | 0.7481       | 0.5012       | -0.2470   
6827->7422           | 49    | 0.7481       | 0.6832       | -0.0649   
7156->7488           | 48    | 0.7531       | 0.5172       | -0.2359   
7488->7201           | 47    | 0.7582       | 0.5306       | -0.2275   
7422->7226           | 47    | 0.7582       | 0.7033       | -0.0549   
7201->7636           | 46    | 0.7633       | 0.5475       | -0.2158   
7226->6806           | 46    | 0.7633       | 0.7150       | -0.0482   
6806->7575           | 46    | 0.7633       | 0.7150       | -0.0482   
7636->7179           | 45    | 0.7685       | 0.5715       | -0.1970   
7575->7401           | 45    | 0.7685       | 0.7212       | -0.0473   
7179->7282           | 44    | 0.7738       | 0.5917       | -0.1821   
7401->7584           | 44    | 0.7738       | 0.7612       | -0.0126   
7282->7288           | 43    | 0.7792       | 0.6126       | -0.1667   
7584->7316           | 43    | 0.7792       | 0.7763       | -0.0029   
7288->7497           | 42    | 0.7847       | 0.6434       | -0.1413   
7497->7507           | 41    | 0.7903       | 0.6607       | -0.1296   
7316->7205           | 41    | 0.7903       | 0.7929       | 0.0026    
7507->6881           | 40    | 0.7959       | 0.6785       | -0.1174   
7205->6807           | 40    | 0.7959       | 0.8060       | 0.0101    
6807->6884           | 39    | 0.8016       | 0.8364       | 0.0348    
6891->7896           | 37    | 0.8132       | 0.6137       | -0.1995   
7896->6892           | 36    | 0.8192       | 0.6221       | -0.1971   
6892->6893           | 36    | 0.8192       | 0.6221       | -0.1971   
6893->7966           | 35    | 0.8252       | 0.6325       | -0.1927   
4963->5401           | 34    | 0.8312       | 0.6941       | -0.1371   
7966->6894           | 34    | 0.8312       | 0.6435       | -0.1878   
6894->8005           | 34    | 0.8312       | 0.6435       | -0.1878   
5401->5566           | 33    | 0.8374       | 0.7180       | -0.1194   
6881->6784           | 33    | 0.8374       | 0.7164       | -0.1209   
6891->7775           | 33    | 0.8374       | 0.6341       | -0.2033   
8005->6895           | 33    | 0.8374       | 0.6856       | -0.1517   
6895->6896           | 33    | 0.8374       | 0.6856       | -0.1517   
6896->6897           | 33    | 0.8374       | 0.6856       | -0.1517   
6897->7009           | 33    | 0.8374       | 0.6856       | -0.1517   
5566->5989           | 32    | 0.8435       | 0.7358       | -0.1077   
7775->7709           | 32    | 0.8435       | 0.6494       | -0.1941   
7009->6898           | 32    | 0.8435       | 0.7241       | -0.1194   
4961->5995           | 31    | 0.8497       | 0.7203       | -0.1295   
5989->5194           | 31    | 0.8497       | 0.7629       | -0.0868   
7709->8002           | 31    | 0.8497       | 0.6663       | -0.1834   
5995->5322           | 30    | 0.8560       | 0.7378       | -0.1182   
5262->6287           | 30    | 0.8560       | 0.5969       | -0.2591   
8002->6933           | 30    | 0.8560       | 0.6776       | -0.1784   
6933->7926           | 30    | 0.8560       | 0.6776       | -0.1784   
5322->5325           | 29    | 0.8623       | 0.7555       | -0.1068   
6287->5454           | 29    | 0.8623       | 0.6126       | -0.2497   
6784->7593           | 29    | 0.8623       | 0.7341       | -0.1282   
7926->7038           | 29    | 0.8623       | 0.7137       | -0.1486   
5325->6118           | 28    | 0.8686       | 0.7697       | -0.0989   
5154->5807           | 28    | 0.8686       | 0.6698       | -0.1988   
5454->5666           | 28    | 0.8686       | 0.6291       | -0.2395   
7593->7605           | 28    | 0.8686       | 0.7935       | -0.0751   
6898->7845           | 28    | 0.8686       | 0.7102       | -0.1584   
6118->4962           | 27    | 0.8749       | 0.7849       | -0.0901   
4962->5496           | 27    | 0.8749       | 0.7849       | -0.0901   
5807->5841           | 27    | 0.8749       | 0.7414       | -0.1336   
5666->5237           | 27    | 0.8749       | 0.6588       | -0.2162   
5237->5502           | 27    | 0.8749       | 0.6588       | -0.2162   
7605->7182           | 27    | 0.8749       | 0.8467       | -0.0283   
7845->7830           | 27    | 0.8749       | 0.7744       | -0.1006   
5496->5788           | 26    | 0.8813       | 0.8087       | -0.0726   
5841->6335           | 26    | 0.8813       | 0.7768       | -0.1045   
5502->5238           | 26    | 0.8813       | 0.6861       | -0.1952   
5238->5239           | 26    | 0.8813       | 0.6861       | -0.1952   
5239->5240           | 26    | 0.8813       | 0.6861       | -0.1952   
7182->7548           | 26    | 0.8813       | 0.8552       | -0.0261   
7830->7960           | 26    | 0.8813       | 0.7901       | -0.0912   
4961->5594           | 25    | 0.8876       | 0.7216       | -0.1661   
5788->5569           | 25    | 0.8876       | 0.8297       | -0.0579   
5154->5421           | 25    | 0.8876       | 0.7015       | -0.1862   
6335->5526           | 25    | 0.8876       | 0.7850       | -0.1026   
7548->7270           | 25    | 0.8876       | 0.8720       | -0.0157   
6890->7055           | 25    | 0.8876       | 0.6554       | -0.2322   
6890->7745           | 25    | 0.8876       | 0.5069       | -0.3807   
7055->7739           | 25    | 0.8876       | 0.6554       | -0.2322   
7960->7787           | 25    | 0.8876       | 0.8061       | -0.0816   
5594->5508           | 24    | 0.8940       | 0.7308       | -0.1632   
5569->5216           | 24    | 0.8940       | 0.8533       | -0.0407   
5421->5693           | 24    | 0.8940       | 0.7311       | -0.1629   
5526->5469           | 24    | 0.8940       | 0.7986       | -0.0954   
7270->7419           | 24    | 0.8940       | 0.9014       | 0.0074    
7745->7851           | 24    | 0.8940       | 0.5333       | -0.3606   
7739->7688           | 24    | 0.8940       | 0.6760       | -0.2180   
7787->7781           | 24    | 0.8940       | 0.8149       | -0.0791   
5508->6001           | 23    | 0.9003       | 0.7368       | -0.1635   
5693->5877           | 23    | 0.9003       | 0.7799       | -0.1204   
5469->5114           | 23    | 0.9003       | 0.8303       | -0.0700   
7419->7189           | 23    | 0.9003       | 0.9061       | 0.0058    
7851->7757           | 23    | 0.9003       | 0.5438       | -0.3565   
7688->7056           | 23    | 0.9003       | 0.6937       | -0.2066   
7781->7784           | 23    | 0.9003       | 0.8465       | -0.0538   
4983->5835           | 22    | 0.9066       | 0.6866       | -0.2200   
6001->5389           | 22    | 0.9066       | 0.7469       | -0.1597   
5877->5358           | 22    | 0.9066       | 0.8278       | -0.0788   
7189->7555           | 22    | 0.9066       | 0.9068       | 0.0002    
7757->6917           | 22    | 0.9066       | 0.6289       | -0.2777   
7056->7771           | 22    | 0.9066       | 0.7184       | -0.1881   
6917->7823           | 22    | 0.9066       | 0.6289       | -0.2777   
7784->6899           | 22    | 0.9066       | 0.9037       | -0.0029   
6899->6960           | 22    | 0.9066       | 0.9037       | -0.0029   
5835->5016           | 21    | 0.9128       | 0.7152       | -0.1976   
5389->5021           | 21    | 0.9128       | 0.7606       | -0.1522   
5021->6124           | 21    | 0.9128       | 0.7606       | -0.1522   
5358->5886           | 21    | 0.9128       | 0.8921       | -0.0208   
6884->6861           | 21    | 0.9128       | 0.8207       | -0.0922   
6861->7666           | 21    | 0.9128       | 0.8207       | -0.0922   
7555->7170           | 21    | 0.9128       | 0.9100       | -0.0028   
7771->7057           | 21    | 0.9128       | 0.7494       | -0.1634   
7823->7911           | 21    | 0.9128       | 0.6453       | -0.2675   
6124->5022           | 20    | 0.9190       | 0.7708       | -0.1482   
5022->5319           | 20    | 0.9190       | 0.7708       | -0.1482   
5886->5127           | 20    | 0.9190       | 0.9468       | 0.0278    
5114->5115           | 20    | 0.9190       | 0.8561       | -0.0629   
5115->6266           | 20    | 0.9190       | 0.8561       | -0.0629   
7666->7349           | 20    | 0.9190       | 0.9038       | -0.0152   
7170->7331           | 20    | 0.9190       | 0.9116       | -0.0074   
7057->7058           | 20    | 0.9190       | 0.7780       | -0.1410   
7911->7691           | 20    | 0.9190       | 0.6646       | -0.2544   
7058->7920           | 20    | 0.9190       | 0.7780       | -0.1410   
5016->5523           | 19    | 0.9251       | 0.7675       | -0.1576   
5319->6055           | 19    | 0.9251       | 0.7871       | -0.1380   
5216->6281           | 19    | 0.9251       | 0.8668       | -0.0583   
5194->5053           | 19    | 0.9251       | 0.7577       | -0.1675   
5053->5935           | 19    | 0.9251       | 0.7577       | -0.1675   
6266->6149           | 19    | 0.9251       | 0.8895       | -0.0356   
7349->7676           | 19    | 0.9251       | 0.9275       | 0.0024    
7331->7361           | 19    | 0.9251       | 0.9255       | 0.0004    
7691->6918           | 19    | 0.9251       | 0.7016       | -0.2236   
7920->7984           | 19    | 0.9251       | 0.8112       | -0.1140   
5523->5618           | 18    | 0.9311       | 0.8293       | -0.1018   
6055->5411           | 18    | 0.9311       | 0.7971       | -0.1341   
6281->6194           | 18    | 0.9311       | 0.8835       | -0.0477   
5935->5715           | 18    | 0.9311       | 0.8020       | -0.1292   
6149->5828           | 18    | 0.9311       | 0.9082       | -0.0229   
7676->6862           | 18    | 0.9311       | 0.9319       | 0.0008    
6862->7596           | 18    | 0.9311       | 0.9319       | 0.0008    
7361->7654           | 18    | 0.9311       | 0.9387       | 0.0075    
6918->7863           | 18    | 0.9311       | 0.7440       | -0.1872   
7984->7880           | 18    | 0.9311       | 0.8691       | -0.0620   
6960->6947           | 18    | 0.9311       | 0.9142       | -0.0170   
6947->6948           | 18    | 0.9311       | 0.9142       | -0.0170   
6948->6949           | 18    | 0.9311       | 0.9142       | -0.0170   
5618->4993           | 17    | 0.9370       | 0.9058       | -0.0313   
4993->5621           | 17    | 0.9370       | 0.9058       | -0.0313   
5411->6164           | 17    | 0.9370       | 0.8166       | -0.1204   
6194->5205           | 17    | 0.9370       | 0.9399       | 0.0029    
5205->6290           | 17    | 0.9370       | 0.9399       | 0.0029    
5828->5116           | 17    | 0.9370       | 0.9353       | -0.0018   
5116->6037           | 17    | 0.9370       | 0.9353       | -0.0018   
5240->6748           | 17    | 0.9370       | 0.7545       | -0.1825   
7596->7472           | 17    | 0.9370       | 0.9332       | -0.0039   
7654->7244           | 17    | 0.9370       | 0.9392       | 0.0021    
7863->7733           | 17    | 0.9370       | 0.7692       | -0.1679   
7880->7778           | 17    | 0.9370       | 0.9008       | -0.0362   
7038->6934           | 17    | 0.9370       | 0.7785       | -0.1586   
6934->7820           | 17    | 0.9370       | 0.7785       | -0.1586   
5005->4989           | 16    | 0.9428       | 0.7044       | -0.2384   
5621->5575           | 16    | 0.9428       | 0.9351       | -0.0077   
5097->5096           | 16    | 0.9428       | 0.6548       | -0.2880   
5096->5095           | 16    | 0.9428       | 0.6548       | -0.2880   
5095->5913           | 16    | 0.9428       | 0.6548       | -0.2880   
6164->5023           | 16    | 0.9428       | 0.8458       | -0.0970   
5023->5648           | 16    | 0.9428       | 0.8458       | -0.0970   
6290->5916           | 16    | 0.9428       | 0.9436       | 0.0008    
5715->5708           | 16    | 0.9428       | 0.8797       | -0.0631   
6037->5117           | 16    | 0.9428       | 0.9463       | 0.0035    
5117->5352           | 16    | 0.9428       | 0.9463       | 0.0035    
6884->6808           | 16    | 0.9428       | 0.8568       | -0.0860   
6808->7295           | 16    | 0.9428       | 0.8568       | -0.0860   
7472->7562           | 16    | 0.9428       | 0.9425       | -0.0003   
7244->7238           | 16    | 0.9428       | 0.9397       | -0.0031   
7733->7814           | 16    | 0.9428       | 0.8268       | -0.1160   
7778->7799           | 16    | 0.9428       | 0.9383       | -0.0045   
7820->7951           | 16    | 0.9428       | 0.8011       | -0.1417   
4989->5539           | 15    | 0.9485       | 0.7737       | -0.1748   
5575->5998           | 15    | 0.9485       | 0.9485       | 0.0000    
5913->5475           | 15    | 0.9485       | 0.7157       | -0.2328   
5648->5763           | 15    | 0.9485       | 0.8547       | -0.0937   
5127->6181           | 15    | 0.9485       | 0.9306       | -0.0179   
