Loading network for case 'demoVerbundnetz_SimulationNeu' from data/test_scenarios/complex/demoVerbundnetz_SimulationNeu.vicus...
Loading VICUS file: data/test_scenarios/complex/demoVerbundnetz_SimulationNeu.vicus
Parsed Simultaneity Spline: 63 points.
data/test_scenarios/complex/demoVerbundnetz_SimulationNeu.vicus
Found peak day: day 24 (hours 552-575) with peak=7400.0000
Force-selected profile: Residential_SingleFamily_HeatingLoad.tsv (peak day extraction, resampled to 96 steps)
Peak day profile plot saved to output/peak_day_profile.png
Created 692 consumers and 1594 relevant optimization edges.

--- Starting Optimization using Scheme 'v3' for demoVerbundnetz_SimulationNeu ---
Initial weighted error (using v3): 6159758.763098
Regularization target: 1.0000
  Iter 0: Obj=6159758.763098 (Fit: 6159758.763098, Reg: 0.000000) | LR: 0.000000
  Iter 200: Obj=12301.247718 (Fit: 12298.841001, Reg: 2.406718) | LR: 0.000038
  Iter 400: Obj=11422.462765 (Fit: 11419.782906, Reg: 2.679859) | LR: 0.000039
  Iter 600: Obj=10549.145482 (Fit: 10546.369508, Reg: 2.775974) | LR: 0.000166
  Iter 800: Obj=11003.698576 (Fit: 11000.863244, Reg: 2.835332) | LR: 0.000046
  Iter 1000: Obj=10419.984850 (Fit: 10417.116684, Reg: 2.868166) | LR: 0.000169
  Iter 1200: Obj=21698.754287 (Fit: 21695.928320, Reg: 2.825967) | LR: 0.000009
  Early stopping at iteration 1357
Final Error: 10395.277981

================================================================================
OPTIMIZATION RESULTS
================================================================================

OPTIMIZED EDGES (n_consumers > 1): 816 edges
--------------------------------------------------------------------------------
Edge ID              | n_e   | Target g(n)  | Achieved g   | Deviation 
4864->6234           | 658   | 0.4759       | 0.4900       | 0.0141    
6234->5581           | 657   | 0.4759       | 0.4903       | 0.0144    
5581->6188           | 656   | 0.4759       | 0.4906       | 0.0147    
6188->6316           | 655   | 0.4759       | 0.4909       | 0.0150    
6316->5603           | 654   | 0.4759       | 0.4912       | 0.0153    
5603->5986           | 653   | 0.4759       | 0.4916       | 0.0157    
5986->5947           | 652   | 0.4759       | 0.4919       | 0.0160    
5947->4865           | 651   | 0.4759       | 0.4922       | 0.0163    
4865->4919           | 650   | 0.4759       | 0.4924       | 0.0165    
4919->5334           | 545   | 0.4759       | 0.4792       | 0.0033    
5334->5392           | 544   | 0.4759       | 0.4794       | 0.0035    
5392->5859           | 543   | 0.4759       | 0.4798       | 0.0039    
5859->5681           | 542   | 0.4759       | 0.4802       | 0.0044    
5681->4905           | 541   | 0.4759       | 0.4806       | 0.0048    
4905->5678           | 523   | 0.4759       | 0.4818       | 0.0059    
5678->4866           | 522   | 0.4759       | 0.4820       | 0.0062    
4866->4941           | 522   | 0.4759       | 0.4820       | 0.0062    
4941->6228           | 509   | 0.4759       | 0.4814       | 0.0055    
6228->4928           | 508   | 0.4759       | 0.4819       | 0.0060    
4928->5724           | 508   | 0.4759       | 0.4819       | 0.0060    
5724->6332           | 507   | 0.4759       | 0.4821       | 0.0062    
6332->5445           | 506   | 0.4759       | 0.4823       | 0.0065    
5445->5418           | 505   | 0.4759       | 0.4825       | 0.0067    
5418->4929           | 504   | 0.4759       | 0.4828       | 0.0069    
4929->4930           | 504   | 0.4759       | 0.4828       | 0.0069    
4930->4988           | 504   | 0.4759       | 0.4828       | 0.0069    
4988->5005           | 504   | 0.4759       | 0.4828       | 0.0069    
5005->5766           | 488   | 0.4759       | 0.4818       | 0.0060    
5766->5639           | 487   | 0.4759       | 0.4823       | 0.0065    
5639->6158           | 486   | 0.4759       | 0.4865       | 0.0107    
6158->4964           | 485   | 0.4759       | 0.4870       | 0.0112    
4964->5636           | 403   | 0.4759       | 0.4670       | -0.0088   
5636->6278           | 402   | 0.4759       | 0.4678       | -0.0080   
6278->5962           | 401   | 0.4759       | 0.4684       | -0.0075   
5962->5705           | 400   | 0.4759       | 0.4690       | -0.0069   
5705->5883           | 399   | 0.4759       | 0.4698       | -0.0061   
5883->6067           | 398   | 0.4759       | 0.4703       | -0.0055   
6067->5856           | 397   | 0.4759       | 0.4710       | -0.0049   
5856->5968           | 396   | 0.4759       | 0.4717       | -0.0041   
5968->6326           | 395   | 0.4759       | 0.4723       | -0.0036   
6326->5554           | 394   | 0.4759       | 0.4728       | -0.0030   
5554->6047           | 393   | 0.4759       | 0.4731       | -0.0027   
6047->5718           | 392   | 0.4759       | 0.4734       | -0.0025   
5718->5633           | 391   | 0.4759       | 0.4738       | -0.0021   
5633->5545           | 390   | 0.4759       | 0.4743       | -0.0015   
5545->5310           | 389   | 0.4759       | 0.4749       | -0.0010   
5310->6329           | 388   | 0.4759       | 0.4761       | 0.0003    
6329->5557           | 387   | 0.4759       | 0.4767       | 0.0008    
5557->6112           | 385   | 0.4759       | 0.4790       | 0.0032    
6112->6058           | 384   | 0.4759       | 0.4795       | 0.0036    
6058->4963           | 383   | 0.4759       | 0.4805       | 0.0046    
4963->6263           | 346   | 0.4759       | 0.4710       | -0.0048   
6263->5551           | 345   | 0.4759       | 0.4718       | -0.0041   
5551->5977           | 344   | 0.4759       | 0.4729       | -0.0030   
5977->5690           | 343   | 0.4759       | 0.4736       | -0.0023   
5690->5034           | 342   | 0.4759       | 0.4745       | -0.0014   
5034->5832           | 338   | 0.4759       | 0.4778       | 0.0019    
5832->6167           | 337   | 0.4759       | 0.4788       | 0.0029    
6167->5898           | 336   | 0.4759       | 0.4803       | 0.0044    
5898->5928           | 335   | 0.4759       | 0.4827       | 0.0068    
5928->6247           | 334   | 0.4759       | 0.4833       | 0.0074    
6247->5033           | 333   | 0.4759       | 0.4842       | 0.0083    
5033->6143           | 332   | 0.4759       | 0.4851       | 0.0093    
6143->6301           | 331   | 0.4759       | 0.4866       | 0.0107    
6301->5032           | 330   | 0.4759       | 0.4873       | 0.0115    
5032->5031           | 329   | 0.4759       | 0.4885       | 0.0126    
5031->5178           | 329   | 0.4759       | 0.4885       | 0.0126    
5178->5066           | 329   | 0.4759       | 0.4885       | 0.0126    
5066->5065           | 324   | 0.4759       | 0.4921       | 0.0162    
5065->5901           | 324   | 0.4759       | 0.4921       | 0.0162    
5901->6070           | 323   | 0.4759       | 0.4946       | 0.0187    
6070->5880           | 322   | 0.4759       | 0.4951       | 0.0193    
5880->5064           | 321   | 0.4759       | 0.4956       | 0.0198    
5064->6082           | 314   | 0.4759       | 0.5016       | 0.0257    
6082->5231           | 313   | 0.4759       | 0.5023       | 0.0264    
5231->5232           | 313   | 0.4759       | 0.5023       | 0.0264    
5232->5233           | 313   | 0.4759       | 0.5023       | 0.0264    
5233->5234           | 313   | 0.4759       | 0.5023       | 0.0264    
5234->7494           | 250   | 0.4842       | 0.4944       | 0.0102    
7494->5361           | 249   | 0.4844       | 0.4972       | 0.0128    
5361->5235           | 248   | 0.4846       | 0.5000       | 0.0154    
5235->5373           | 199   | 0.4997       | 0.4891       | -0.0106   
5373->5600           | 198   | 0.5001       | 0.4959       | -0.0043   
5600->6284           | 197   | 0.5005       | 0.4983       | -0.0022   
6284->5819           | 196   | 0.5009       | 0.5006       | -0.0003   
5819->5236           | 195   | 0.5014       | 0.5030       | 0.0016    
5236->5262           | 195   | 0.5014       | 0.5030       | 0.0016    
5262->5257           | 165   | 0.5169       | 0.4904       | -0.0265   
5257->6296           | 165   | 0.5169       | 0.4904       | -0.0265   
6296->6338           | 164   | 0.5175       | 0.4934       | -0.0242   
6338->5853           | 163   | 0.5182       | 0.4969       | -0.0212   
5853->5974           | 162   | 0.5188       | 0.5015       | -0.0174   
5974->7441           | 161   | 0.5195       | 0.5071       | -0.0124   
7441->7386           | 160   | 0.5202       | 0.5105       | -0.0097   
7386->7285           | 159   | 0.5209       | 0.5139       | -0.0070   
7285->7370           | 158   | 0.5215       | 0.5194       | -0.0022   
7370->6777           | 157   | 0.5222       | 0.5285       | 0.0063    
6777->7545           | 157   | 0.5222       | 0.5285       | 0.0063    
7545->7434           | 156   | 0.5230       | 0.5330       | 0.0100    
7434->7611           | 155   | 0.5237       | 0.5387       | 0.0150    
7611->6776           | 154   | 0.5244       | 0.5455       | 0.0211    
6776->6758           | 139   | 0.5369       | 0.5440       | 0.0071    
6758->7343           | 136   | 0.5397       | 0.5533       | 0.0136    
7343->7578           | 135   | 0.5407       | 0.5627       | 0.0220    
7578->7273           | 134   | 0.5417       | 0.5676       | 0.0258    
7273->7176           | 133   | 0.5427       | 0.5731       | 0.0303    
7176->6757           | 132   | 0.5438       | 0.5768       | 0.0331    
6757->6889           | 124   | 0.5527       | 0.5987       | 0.0460    
6889->6890           | 124   | 0.5527       | 0.5987       | 0.0460    
4919->6115           | 105   | 0.5795       | 0.5846       | 0.0051    
6115->4892           | 104   | 0.5812       | 0.5870       | 0.0058    
4892->5355           | 104   | 0.5812       | 0.5870       | 0.0058    
5355->6127           | 103   | 0.5829       | 0.5901       | 0.0072    
6127->5847           | 102   | 0.5847       | 0.5925       | 0.0078    
5847->6250           | 101   | 0.5864       | 0.5949       | 0.0085    
6250->6085           | 100   | 0.5882       | 0.5970       | 0.0088    
6085->5645           | 99    | 0.5901       | 0.5995       | 0.0094    
5645->6275           | 98    | 0.5920       | 0.6016       | 0.0096    
6275->5868           | 97    | 0.5939       | 0.6050       | 0.0111    
5868->4891           | 96    | 0.5958       | 0.6073       | 0.0114    
4891->4954           | 91    | 0.6062       | 0.6234       | 0.0172    
4954->4983           | 91    | 0.6062       | 0.6234       | 0.0172    
4964->5895           | 82    | 0.6276       | 0.5918       | -0.0358   
5895->6293           | 81    | 0.6302       | 0.5975       | -0.0327   
6293->5712           | 80    | 0.6328       | 0.6030       | -0.0298   
5712->5813           | 79    | 0.6356       | 0.6094       | -0.0261   
5813->5800           | 78    | 0.6383       | 0.6160       | -0.0224   
5800->5612           | 77    | 0.6412       | 0.6186       | -0.0226   
5612->5098           | 76    | 0.6441       | 0.6228       | -0.0213   
5098->6197           | 76    | 0.6441       | 0.6228       | -0.0213   
6197->5097           | 75    | 0.6470       | 0.6264       | -0.0206   
6890->7706           | 74    | 0.6500       | 0.6264       | -0.0236   
7706->7765           | 72    | 0.6562       | 0.6428       | -0.0134   
7765->7954           | 71    | 0.6594       | 0.6439       | -0.0155   
7954->6891           | 70    | 0.6627       | 0.6475       | -0.0151   
4983->4955           | 69    | 0.6660       | 0.6299       | -0.0361   
4955->4956           | 69    | 0.6660       | 0.6299       | -0.0361   
4956->4957           | 69    | 0.6660       | 0.6299       | -0.0361   
4957->5925           | 69    | 0.6660       | 0.6299       | -0.0361   
5925->4958           | 68    | 0.6694       | 0.6340       | -0.0354   
4958->6344           | 68    | 0.6694       | 0.6340       | -0.0354   
6344->4959           | 67    | 0.6728       | 0.6383       | -0.0345   
4959->6013           | 67    | 0.6728       | 0.6383       | -0.0345   
6013->5395           | 66    | 0.6764       | 0.6427       | -0.0337   
5395->5383           | 65    | 0.6800       | 0.6582       | -0.0218   
5383->6133           | 63    | 0.6874       | 0.6650       | -0.0223   
5234->7310           | 63    | 0.6874       | 0.5512       | -0.1362   
6133->5487           | 62    | 0.6912       | 0.6692       | -0.0220   
5487->5404           | 61    | 0.6951       | 0.6780       | -0.0171   
7310->7266           | 61    | 0.6951       | 0.6054       | -0.0897   
5404->4960           | 60    | 0.6991       | 0.6822       | -0.0169   
4960->5343           | 60    | 0.6991       | 0.6822       | -0.0169   
7266->7352           | 60    | 0.6991       | 0.6255       | -0.0736   
5343->5737           | 59    | 0.7031       | 0.6869       | -0.0163   
5097->5111           | 59    | 0.7031       | 0.6502       | -0.0529   
5111->5112           | 59    | 0.7031       | 0.6502       | -0.0529   
5112->5782           | 59    | 0.7031       | 0.6502       | -0.0529   
7352->7251           | 59    | 0.7031       | 0.6543       | -0.0489   
5737->6040           | 58    | 0.7073       | 0.7116       | 0.0044    
5782->5642           | 58    | 0.7073       | 0.6568       | -0.0505   
7251->7166           | 58    | 0.7073       | 0.6589       | -0.0484   
6040->6253           | 57    | 0.7115       | 0.7177       | 0.0062    
7166->7478           | 57    | 0.7115       | 0.6665       | -0.0450   
6253->4961           | 56    | 0.7158       | 0.7210       | 0.0053    
5642->6170           | 56    | 0.7158       | 0.6688       | -0.0470   
7478->7466           | 56    | 0.7158       | 0.6712       | -0.0446   
6170->5460           | 55    | 0.7201       | 0.6757       | -0.0445   
7466->6794           | 55    | 0.7201       | 0.6756       | -0.0445   
6794->6827           | 55    | 0.7201       | 0.6756       | -0.0445   
5460->6064           | 54    | 0.7246       | 0.6852       | -0.0394   
6064->5113           | 53    | 0.7291       | 0.7076       | -0.0215   
5113->5154           | 53    | 0.7291       | 0.7076       | -0.0215   
5235->7156           | 49    | 0.7481       | 0.5417       | -0.2065   
6827->7422           | 49    | 0.7481       | 0.7360       | -0.0122   
7156->7488           | 48    | 0.7531       | 0.5592       | -0.1939   
7488->7201           | 47    | 0.7582       | 0.5738       | -0.1844   
7422->7226           | 47    | 0.7582       | 0.7511       | -0.0071   
7201->7636           | 46    | 0.7633       | 0.5922       | -0.1711   
7226->6806           | 46    | 0.7633       | 0.7595       | -0.0038   
6806->7575           | 46    | 0.7633       | 0.7595       | -0.0038   
7636->7179           | 45    | 0.7685       | 0.6183       | -0.1502   
7575->7401           | 45    | 0.7685       | 0.7596       | -0.0089   
7179->7282           | 44    | 0.7738       | 0.6403       | -0.1335   
7401->7584           | 44    | 0.7738       | 0.7923       | 0.0184    
7282->7288           | 43    | 0.7792       | 0.6631       | -0.1162   
7584->7316           | 43    | 0.7792       | 0.7995       | 0.0203    
7288->7497           | 42    | 0.7847       | 0.6967       | -0.0880   
7497->7507           | 41    | 0.7903       | 0.7155       | -0.0747   
7316->7205           | 41    | 0.7903       | 0.8036       | 0.0133    
7507->6881           | 40    | 0.7959       | 0.7348       | -0.0611   
7205->6807           | 40    | 0.7959       | 0.8113       | 0.0154    
6807->6884           | 39    | 0.8016       | 0.8416       | 0.0400    
6891->7896           | 37    | 0.8132       | 0.6624       | -0.1509   
7896->6892           | 36    | 0.8192       | 0.6715       | -0.1477   
6892->6893           | 36    | 0.8192       | 0.6715       | -0.1477   
6893->7966           | 35    | 0.8252       | 0.6827       | -0.1424   
4963->5401           | 34    | 0.8312       | 0.7186       | -0.1127   
7966->6894           | 34    | 0.8312       | 0.6947       | -0.1365   
6894->8005           | 34    | 0.8312       | 0.6947       | -0.1365   
5401->5566           | 33    | 0.8374       | 0.7433       | -0.0940   
6881->6784           | 33    | 0.8374       | 0.7875       | -0.0498   
6891->7775           | 33    | 0.8374       | 0.6265       | -0.2108   
8005->6895           | 33    | 0.8374       | 0.7405       | -0.0969   
6895->6896           | 33    | 0.8374       | 0.7405       | -0.0969   
6896->6897           | 33    | 0.8374       | 0.7405       | -0.0969   
6897->7009           | 33    | 0.8374       | 0.7405       | -0.0969   
5566->5989           | 32    | 0.8435       | 0.7618       | -0.0817   
7775->7709           | 32    | 0.8435       | 0.6417       | -0.2019   
7009->6898           | 32    | 0.8435       | 0.7818       | -0.0617   
4961->5995           | 31    | 0.8497       | 0.7339       | -0.1159   
5989->5194           | 31    | 0.8497       | 0.7900       | -0.0598   
7709->8002           | 31    | 0.8497       | 0.6584       | -0.1914   
5995->5322           | 30    | 0.8560       | 0.7518       | -0.1042   
5262->6287           | 30    | 0.8560       | 0.5599       | -0.2961   
8002->6933           | 30    | 0.8560       | 0.6695       | -0.1865   
6933->7926           | 30    | 0.8560       | 0.6695       | -0.1865   
5322->5325           | 29    | 0.8623       | 0.7698       | -0.0925   
6287->5454           | 29    | 0.8623       | 0.5746       | -0.2877   
6784->7593           | 29    | 0.8623       | 0.8238       | -0.0385   
7926->7038           | 29    | 0.8623       | 0.7051       | -0.1572   
5325->6118           | 28    | 0.8686       | 0.7843       | -0.0843   
5154->5807           | 28    | 0.8686       | 0.6944       | -0.1742   
5454->5666           | 28    | 0.8686       | 0.5899       | -0.2787   
7593->7605           | 28    | 0.8686       | 0.8694       | 0.0008    
6898->7845           | 28    | 0.8686       | 0.7763       | -0.0923   
6118->4962           | 27    | 0.8749       | 0.7998       | -0.0751   
4962->5496           | 27    | 0.8749       | 0.7998       | -0.0751   
5807->5841           | 27    | 0.8749       | 0.7688       | -0.1062   
5666->5237           | 27    | 0.8749       | 0.6176       | -0.2574   
5237->5502           | 27    | 0.8749       | 0.6176       | -0.2574   
7605->7182           | 27    | 0.8749       | 0.8886       | 0.0136    
7845->7830           | 27    | 0.8749       | 0.8438       | -0.0311   
5496->5788           | 26    | 0.8813       | 0.8241       | -0.0572   
5841->6335           | 26    | 0.8813       | 0.8056       | -0.0757   
5502->5238           | 26    | 0.8813       | 0.6431       | -0.2382   
5238->5239           | 26    | 0.8813       | 0.6431       | -0.2382   
5239->5240           | 26    | 0.8813       | 0.6431       | -0.2382   
7182->7548           | 26    | 0.8813       | 0.8886       | 0.0073    
7830->7960           | 26    | 0.8813       | 0.8581       | -0.0232   
4961->5594           | 25    | 0.8876       | 0.7131       | -0.1746   
5788->5569           | 25    | 0.8876       | 0.8455       | -0.0421   
5154->5421           | 25    | 0.8876       | 0.7317       | -0.1560   
6335->5526           | 25    | 0.8876       | 0.8104       | -0.0772   
7548->7270           | 25    | 0.8876       | 0.8916       | 0.0040    
6890->7055           | 25    | 0.8876       | 0.6569       | -0.2308   
6890->7745           | 25    | 0.8876       | 0.5005       | -0.3871   
7055->7739           | 25    | 0.8876       | 0.6569       | -0.2308   
7960->7787           | 25    | 0.8876       | 0.8690       | -0.0186   
5594->5508           | 24    | 0.8940       | 0.7222       | -0.1718   
5569->5216           | 24    | 0.8940       | 0.8644       | -0.0296   
5421->5693           | 24    | 0.8940       | 0.7626       | -0.1314   
5526->5469           | 24    | 0.8940       | 0.8203       | -0.0737   
7270->7419           | 24    | 0.8940       | 0.9118       | 0.0178    
7745->7851           | 24    | 0.8940       | 0.5266       | -0.3674   
7739->7688           | 24    | 0.8940       | 0.6775       | -0.2164   
7787->7781           | 24    | 0.8940       | 0.8706       | -0.0234   
5508->6001           | 23    | 0.9003       | 0.7281       | -0.1722   
5693->5877           | 23    | 0.9003       | 0.8137       | -0.0866   
5469->5114           | 23    | 0.9003       | 0.8527       | -0.0476   
7419->7189           | 23    | 0.9003       | 0.9140       | 0.0137    
7851->7757           | 23    | 0.9003       | 0.5369       | -0.3634   
7688->7056           | 23    | 0.9003       | 0.6953       | -0.2050   
7781->7784           | 23    | 0.9003       | 0.8922       | -0.0081   
4983->5835           | 22    | 0.9066       | 0.5805       | -0.3260   
6001->5389           | 22    | 0.9066       | 0.7381       | -0.1685   
5877->5358           | 22    | 0.9066       | 0.8636       | -0.0430   
7189->7555           | 22    | 0.9066       | 0.9140       | 0.0074    
7757->6917           | 22    | 0.9066       | 0.6208       | -0.2858   
7056->7771           | 22    | 0.9066       | 0.7201       | -0.1865   
6917->7823           | 22    | 0.9066       | 0.6208       | -0.2858   
7784->6899           | 22    | 0.9066       | 0.9367       | 0.0301    
6899->6960           | 22    | 0.9066       | 0.9367       | 0.0301    
5835->5016           | 21    | 0.9128       | 0.6044       | -0.3084   
5389->5021           | 21    | 0.9128       | 0.7516       | -0.1612   
5021->6124           | 21    | 0.9128       | 0.7516       | -0.1612   
5358->5886           | 21    | 0.9128       | 0.9095       | -0.0034   
6884->6861           | 21    | 0.9128       | 0.8588       | -0.0541   
6861->7666           | 21    | 0.9128       | 0.8588       | -0.0541   
7555->7170           | 21    | 0.9128       | 0.9151       | 0.0023    
7771->7057           | 21    | 0.9128       | 0.7511       | -0.1617   
7823->7911           | 21    | 0.9128       | 0.6370       | -0.2758   
6124->5022           | 20    | 0.9190       | 0.7617       | -0.1573   
5022->5319           | 20    | 0.9190       | 0.7617       | -0.1573   
5886->5127           | 20    | 0.9190       | 0.9439       | 0.0249    
5114->5115           | 20    | 0.9190       | 0.9139       | -0.0051   
5115->6266           | 20    | 0.9190       | 0.9139       | -0.0051   
7666->7349           | 20    | 0.9190       | 0.9100       | -0.0090   
7170->7331           | 20    | 0.9190       | 0.9156       | -0.0034   
7057->7058           | 20    | 0.9190       | 0.7798       | -0.1392   
7911->7691           | 20    | 0.9190       | 0.6560       | -0.2630   
7058->7920           | 20    | 0.9190       | 0.7798       | -0.1392   
5016->5523           | 19    | 0.9251       | 0.7044       | -0.2207   
5319->6055           | 19    | 0.9251       | 0.7778       | -0.1473   
5216->6281           | 19    | 0.9251       | 0.8864       | -0.0387   
5194->5053           | 19    | 0.9251       | 0.8362       | -0.0890   
5053->5935           | 19    | 0.9251       | 0.8362       | -0.0890   
6266->6149           | 19    | 0.9251       | 0.9249       | -0.0003   
7349->7676           | 19    | 0.9251       | 0.9374       | 0.0123    
7331->7361           | 19    | 0.9251       | 0.9320       | 0.0068    
7691->6918           | 19    | 0.9251       | 0.6924       | -0.2327   
7920->7984           | 19    | 0.9251       | 0.8129       | -0.1122   
5523->5618           | 18    | 0.9311       | 0.7608       | -0.1703   
6055->5411           | 18    | 0.9311       | 0.7876       | -0.1435   
6281->6194           | 18    | 0.9311       | 0.8907       | -0.0404   
5935->5715           | 18    | 0.9311       | 0.8851       | -0.0461   
6149->5828           | 18    | 0.9311       | 0.9295       | -0.0017   
7676->6862           | 18    | 0.9311       | 0.9398       | 0.0087    
6862->7596           | 18    | 0.9311       | 0.9398       | 0.0087    
7361->7654           | 18    | 0.9311       | 0.9478       | 0.0167    
6918->7863           | 18    | 0.9311       | 0.7341       | -0.1971   
7984->7880           | 18    | 0.9311       | 0.8702       | -0.0609   
6960->6947           | 18    | 0.9311       | 0.9433       | 0.0122    
6947->6948           | 18    | 0.9311       | 0.9433       | 0.0122    
6948->6949           | 18    | 0.9311       | 0.9433       | 0.0122    
5618->4993           | 17    | 0.9370       | 0.8306       | -0.1065   
4993->5621           | 17    | 0.9370       | 0.8306       | -0.1065   
5411->6164           | 17    | 0.9370       | 0.8070       | -0.1301   
6194->5205           | 17    | 0.9370       | 0.9419       | 0.0048    
5205->6290           | 17    | 0.9370       | 0.9419       | 0.0048    
5828->5116           | 17    | 0.9370       | 0.9407       | 0.0036    
5116->6037           | 17    | 0.9370       | 0.9407       | 0.0036    
5240->6748           | 17    | 0.9370       | 0.7439       | -0.1932   
7596->7472           | 17    | 0.9370       | 0.9393       | 0.0022    
7654->7244           | 17    | 0.9370       | 0.9478       | 0.0107    
7863->7733           | 17    | 0.9370       | 0.7587       | -0.1783   
7880->7778           | 17    | 0.9370       | 0.8918       | -0.0453   
7038->6934           | 17    | 0.9370       | 0.8617       | -0.0753   
6934->7820           | 17    | 0.9370       | 0.8617       | -0.0753   
5005->4989           | 16    | 0.9428       | 0.5507       | -0.3921   
5621->5575           | 16    | 0.9428       | 0.8809       | -0.0619   
5097->5096           | 16    | 0.9428       | 0.5351       | -0.4078   
5096->5095           | 16    | 0.9428       | 0.5351       | -0.4078   
5095->5913           | 16    | 0.9428       | 0.5351       | -0.4078   
6164->5023           | 16    | 0.9428       | 0.8358       | -0.1071   
5023->5648           | 16    | 0.9428       | 0.8358       | -0.1071   
6290->5916           | 16    | 0.9428       | 0.9436       | 0.0007    
5715->5708           | 16    | 0.9428       | 0.9353       | -0.0076   
6037->5117           | 16    | 0.9428       | 0.9473       | 0.0044    
5117->5352           | 16    | 0.9428       | 0.9473       | 0.0044    
6884->6808           | 16    | 0.9428       | 0.8936       | -0.0493   
6808->7295           | 16    | 0.9428       | 0.8936       | -0.0493   
7472->7562           | 16    | 0.9428       | 0.9498       | 0.0069    
7244->7238           | 16    | 0.9428       | 0.9476       | 0.0048    
7733->7814           | 16    | 0.9428       | 0.8141       | -0.1287   
7778->7799           | 16    | 0.9428       | 0.9255       | -0.0173   
7820->7951           | 16    | 0.9428       | 0.8787       | -0.0641   
4989->5539           | 15    | 0.9485       | 0.6037       | -0.3448   
5575->5998           | 15    | 0.9485       | 0.9164       | -0.0320   
5913->5475           | 15    | 0.9485       | 0.5839       | -0.3646   
5648->5763           | 15    | 0.9485       | 0.8377       | -0.1108   
5127->6181           | 15    | 0.9485       | 0.9393       | -0.0092   
5916->5862           | 15    | 0.9485       | 0.9433       | -0.0051   
5708->5563           | 15    | 0.9485       | 0.9424       | -0.0061   
5352->5727           | 15    | 0.9485       | 0.9488       | 0.0003    
7295->7428           | 15    | 0.9485       | 0.9016       | -0.0469   
6776->6834           | 15    | 0.9485       | 0.5604       | -0.3881   
6834->6833           | 15    | 0.9485       | 0.5604       | -0.3881   
6833->7232           | 15    | 0.9485       | 0.5604       | -0.3881   
7562->7407           | 15    | 0.9485       | 0.9564       | 0.0080    
7238->7438           | 15    | 0.9485       | 0.9479       | -0.0006   
